_key,ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,,2569356727,plays
3964,2024-04-21T02:37:35Z,ios,123224,US,66.219.222.22,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1713666933,FALSE,,,
3965,2024-04-21T02:41:41Z,ios,251424,US,66.219.222.22,Too Sweet,,Unreal Unearth: Unheard,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713667050,FALSE,,,
3966,2024-04-21T02:45:58Z,ios,263386,US,66.219.222.22,Springsteen,,Chief,spotify:track:05ZACkzW8YbRq3eFgIfSNB,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713667295,FALSE,,,
3967,2024-04-21T03:13:54Z,ios,110437,US,66.219.222.22,Long Game,,Long Game,spotify:track:0fE8J2qGiRxq2ybixfBygG,,,,trackdone,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1713667553,FALSE,,,
3968,2024-04-21T05:04:25Z,ios,255086,US,66.219.222.22,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713675545,FALSE,,,
3969,2024-04-21T05:07:49Z,ios,209254,US,66.219.222.22,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713675860,FALSE,,,
3970,2024-04-21T05:10:17Z,ios,153583,US,66.219.222.22,Someone Else's Heaven,,When I Close My Eyes,spotify:track:04vNafFR8s0OavRyrSgBj3,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713676063,FALSE,,,
3971,2024-04-21T05:14:11Z,ios,239786,US,66.219.222.22,I'm with You,,Nation of Two,spotify:track:6Qwuw0eOeszVlewLpu24gR,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713676212,FALSE,,,
3972,2024-04-21T05:16:34Z,ios,142514,US,66.219.222.22,i like the way you kiss me,,i like the way you kiss me,spotify:track:2GxrNKugF82CnoRFbQfzPf,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713676452,FALSE,,,
3973,2024-04-21T05:19:58Z,ios,209076,US,66.219.222.22,Hell is a Dance Floor,,Hell is a Dance Floor,spotify:track:5ULNiLtUzRZIpbdHz47DkL,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713676589,FALSE,,,
3974,2024-04-21T05:24:04Z,ios,251424,US,66.219.222.22,Too Sweet,,Unreal Unearth: Unheard,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713676793,FALSE,,,
3975,2024-04-21T05:27:30Z,ios,211739,US,66.219.222.22,Oklahoma Smokeshow,,Summertime Blues,spotify:track:0OWhKvvsHptt6vnnNUSM9a,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713677039,FALSE,,,
3976,2024-04-21T05:30:43Z,ios,198600,US,66.219.222.22,Silver Lining,,Mt. Joy,spotify:track:0i5QVxsK3IvEDbUjTA64Li,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713677245,FALSE,,,
3977,2024-04-21T05:30:49Z,ios,10291,US,66.219.222.22,You Proof,,One Thing At A Time,spotify:track:5W4kiM2cUYBJXKRudNyxjW,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1713677438,FALSE,,,
3978,2024-04-21T05:30:52Z,ios,2261,US,66.219.222.22,Hell N Back (feat. Summer Walker),,Halo,spotify:track:0jcw8cJf3TNMZN0BXlueML,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713677450,FALSE,,,
3979,2024-04-21T05:32:53Z,ios,123224,US,66.219.222.22,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1713677452,FALSE,,,
3980,2024-04-21T05:44:31Z,ios,88783,US,66.219.222.22,Long Game,,Long Game,spotify:track:0fE8J2qGiRxq2ybixfBygG,,,,trackdone,logout,FALSE,FALSE,FALSE,1713677568,FALSE,,,
3981,2024-04-21T16:28:46Z,ios,192746,US,66.219.222.22,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,logout,FALSE,FALSE,FALSE,1713716239,FALSE,,,
3982,2024-04-21T16:43:52Z,ios,255086,US,66.219.222.22,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,appload,trackdone,FALSE,FALSE,FALSE,1713717577,FALSE,,,
3983,2024-04-21T16:47:16Z,ios,209254,US,66.219.222.22,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713717827,FALSE,,,
3984,2024-04-21T16:47:22Z,ios,10577,US,66.219.222.22,Someone Else's Heaven,,When I Close My Eyes,spotify:track:04vNafFR8s0OavRyrSgBj3,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1713718031,FALSE,,,
3985,2024-04-21T16:51:21Z,ios,239786,US,66.219.222.22,I'm with You,,Nation of Two,spotify:track:6Qwuw0eOeszVlewLpu24gR,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1713718043,FALSE,,,
3986,2024-04-21T16:53:19Z,ios,123224,US,66.219.222.22,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713718276,FALSE,,,
3987,2024-04-21T17:01:03Z,ios,227195,US,66.219.222.22,I Remember Everything (feat. Kacey Musgraves),,Zach Bryan,spotify:track:4KULAymBBJcPRpk1yO4dOG,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713718401,FALSE,,,
3988,2024-04-21T17:03:53Z,ios,175492,US,66.219.222.22,My God Has A Telephone,,My God Has a Telephone,spotify:track:0vOHWx4itwA0pQeWromAAx,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713718857,FALSE,,,
3989,2024-04-21T17:07:42Z,ios,233944,US,66.219.222.22,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,backbtn,FALSE,TRUE,FALSE,1713719027,FALSE,,,
3990,2024-04-21T17:14:58Z,ios,175492,US,66.219.222.22,My God Has A Telephone,,My God Has a Telephone,spotify:track:0vOHWx4itwA0pQeWromAAx,,,,backbtn,trackdone,FALSE,FALSE,FALSE,1713719263,FALSE,,,
3991,2024-04-21T17:18:16Z,ios,202545,US,66.219.222.22,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713719693,FALSE,,,
3992,2024-04-21T17:18:16Z,ios,3484,US,66.219.222.22,You Proof,,One Thing At A Time,spotify:track:5W4kiM2cUYBJXKRudNyxjW,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1713719891,FALSE,,,
3993,2024-04-21T17:18:17Z,ios,1280,US,66.219.222.22,Shake the Frost (Live),,Live on Red Barn Radio I & II,spotify:track:19MkwMrRjO7773zpuGss1o,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713719896,FALSE,,,
3994,2024-04-21T17:18:19Z,ios,1834,US,66.219.222.22,Hell is a Dance Floor,,Hell is a Dance Floor,spotify:track:5ULNiLtUzRZIpbdHz47DkL,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713719897,FALSE,,,
3995,2024-04-21T17:18:20Z,ios,1301,US,66.219.222.22,Heading South,,Heading South,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713719899,FALSE,,,
3996,2024-04-21T17:21:34Z,ios,195147,US,66.219.222.22,Hell N Back (feat. Summer Walker),,Halo,spotify:track:0jcw8cJf3TNMZN0BXlueML,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1713719901,FALSE,,,
3997,2024-04-21T17:25:39Z,ios,251424,US,66.219.222.22,Too Sweet,,Unreal Unearth: Unheard,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713720089,FALSE,,,
3998,2024-04-21T17:28:01Z,ios,146188,US,66.219.222.22,Don't Wanna Cry,,Hell of a Woman,spotify:track:2PipPFhbaeLYOdOt4laJ0w,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713720335,FALSE,,,
3999,2024-04-21T17:30:49Z,ios,173400,US,66.219.222.22,The Scientist,,The Scientist,spotify:track:4Kuk2PCE2dq2lrMvBBfQl5,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713720476,FALSE,,,
4000,2024-04-21T17:34:22Z,ios,218280,US,66.219.222.22,All Your'n,,Country Squire,spotify:track:0fCwTrRNfoNk962ati8n2K,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713720644,FALSE,,,
4001,2024-04-21T19:11:09Z,ios,15973,US,66.219.222.22,Something in the Orange,,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI,,,,trackdone,logout,FALSE,FALSE,FALSE,1713720857,FALSE,,,
4002,2024-04-21T23:42:06Z,ios,11136,US,66.219.222.22,Cosmic Love,,Lungs,spotify:track:0CSTvWUps1YmpQoXXay9ol,,,,clickrow,endplay,TRUE,TRUE,FALSE,1713742916,FALSE,,,
4003,2024-04-21T23:43:32Z,ios,84586,US,66.219.222.22,Fortnight (feat. Post Malone),,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:6dODwocEuGzHAavXqTbwHv,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713742928,FALSE,,,
4004,2024-04-21T23:43:59Z,ios,19733,US,66.219.222.22,So High School,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:7Mts0OfPorF4iwOomvfqn1,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713743013,FALSE,,,
4005,2024-04-21T23:44:59Z,ios,59648,US,66.219.222.22,I Can Fix Him (No Really I Can),,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:5chnRTB9qMK3W1M41SnU9s,,,,clickrow,fwdbtn,FALSE,TRUE,FALSE,1713743040,FALSE,,,
4006,2024-04-21T23:45:09Z,ios,10154,US,66.219.222.22,loml,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:3YkNIrAvbKNrrwwEd7NVLl,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1713743100,FALSE,,,
4007,2024-04-21T23:47:23Z,ios,134229,US,66.219.222.22,Down Bad,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:1kbEbBdEgQdQeLXCJh28pJ,,,,clickrow,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1713743110,FALSE,,,
4008,2024-04-22T06:16:44Z,ios,255086,US,66.219.222.22,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713766351,FALSE,,,
4009,2024-04-22T06:20:08Z,ios,209254,US,66.219.222.22,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713766599,FALSE,,,
4010,2024-04-22T06:22:36Z,ios,153583,US,66.219.222.22,Someone Else's Heaven,,When I Close My Eyes,spotify:track:04vNafFR8s0OavRyrSgBj3,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713766803,FALSE,,,
4011,2024-04-22T06:32:58Z,ios,199156,US,66.219.222.22,I'm with You,,Nation of Two,spotify:track:6Qwuw0eOeszVlewLpu24gR,,,,trackdone,logout,FALSE,FALSE,FALSE,1713766951,FALSE,,,
4012,2024-04-22T15:46:32Z,ios,618,US,66.219.222.22,Lady Killers II,,Lady Killers II,spotify:track:1xUddpWyEuYl5T3mduKnOJ,,,,clickrow,endplay,TRUE,TRUE,FALSE,1713800703,FALSE,,,
4013,2024-04-22T15:51:38Z,ios,307153,US,66.219.222.22,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,clickrow,trackdone,TRUE,FALSE,FALSE,1713800792,FALSE,,,
4014,2024-04-22T15:56:46Z,ios,307153,US,66.219.222.22,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,trackdone,trackdone,TRUE,FALSE,FALSE,1713801098,FALSE,,,
4015,2024-04-22T16:01:40Z,ios,291562,US,107.122.176.50,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,trackdone,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713801406,FALSE,,,
4016,2024-04-22T17:19:27Z,ios,90813,US,205.185.102.58,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,appload,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713805866,FALSE,,,
4017,2024-04-22T17:22:26Z,ios,4394,US,66.219.222.22,These Boots Are Made for Walkin',,Start Walkin' 1965-1976,spotify:track:2HEgBBls7l0smWTxPx0MtZ,,,,playbtn,fwdbtn,TRUE,TRUE,FALSE,1713806541,FALSE,,,
4018,2024-04-22T17:22:29Z,ios,2474,US,66.219.222.22,You Don't Own Me,,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:7ngRS53kqxLcEt9Pythc5d,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1713806547,FALSE,,,
4019,2024-04-22T17:25:05Z,ios,157623,US,66.219.222.22,All I Want Is You,,Naturally Sweetened,spotify:track:2t0Ci12vaJaYzEmsJL2S1X,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,1713806549,FALSE,,,
4020,2024-04-22T17:28:14Z,ios,194426,US,66.219.222.22,Dream A Little Dream Of Me,,The Papas & The Mamas,spotify:track:27hhIs2fp6w06N5zx4Eaa5,,,,trackdone,trackdone,TRUE,FALSE,FALSE,1713806700,FALSE,,,
4021,2024-04-22T17:30:40Z,ios,151306,US,66.219.222.22,Elenore,,The Turtles Present The Battle of the Bands,spotify:track:4DWFSrNnZXow1aB96gByho,,,,trackdone,trackdone,TRUE,FALSE,FALSE,1713806889,FALSE,,,
4022,2024-04-22T17:32:58Z,ios,142396,US,66.219.222.22,You Send Me,,A Cupid's Valentine,spotify:track:24lvdbt9pS7DFEjhEWSl49,,,,trackdone,logout,TRUE,FALSE,FALSE,1713807035,FALSE,,,
4023,2024-04-22T18:21:51Z,ios,998,US,66.219.222.22,Blue Velvet,,16 Most Requested Songs,spotify:track:3WO8ZBnOtad3xMz46Z54pY,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1713810111,FALSE,,,
4024,2024-04-22T18:25:27Z,ios,3665,US,107.122.174.51,Mama Said,,Remember When,spotify:track:1SN5fcUZyWFktGbEoHdHOm,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,1713810323,FALSE,,,
4025,2024-04-22T18:25:27Z,ios,216877,US,107.122.174.51,Kokomo,,The Very Best Of The Beach Boys: Sounds Of Summer,spotify:track:5qHYXcVvc9xsFB2uH7GpMN,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,1713810112,FALSE,,,
4026,2024-04-22T18:25:37Z,ios,8661,US,107.122.174.51,She's Not There,,Begin Here,spotify:track:6s6jmTumtDJGOB725jMJ8z,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1713810328,FALSE,,,
4027,2024-04-22T18:25:42Z,ios,5897,US,107.122.174.51,Love Is Strange,,Presenting Mickey Baker,spotify:track:3Bh370SaZZ0BPHKKOqvAgy,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1713810337,FALSE,,,
4028,2024-04-22T18:28:15Z,ios,131842,US,107.122.174.51,Wouldn't It Be Nice,,Pet Sounds,spotify:track:4IHc6SzGPnzSPuHVEPzpJc,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1713810345,FALSE,,,
4029,2024-04-22T18:34:22Z,ios,158685,US,107.122.174.51,Then He Kissed Me,,Da Doo Ron Ron: The Very Best of The Crystals,spotify:track:7jeOETwLUP84mPQzxlD5nh,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,1713810496,FALSE,,,
4030,2024-04-22T18:37:15Z,ios,179693,US,107.122.174.51,At Last,,At Last!,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,,,,trackdone,trackdone,TRUE,FALSE,FALSE,1713810857,FALSE,,,
4031,2024-04-22T19:20:18Z,ios,141994,US,108.147.35.50,Me Voy,,Limon Y Sal,spotify:track:100Tm6z29RfHTdUQ6NIs0s,,,,clickrow,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713812882,FALSE,,,
4032,2024-04-22T22:13:03Z,ios,191575,US,205.185.102.58,Come On Eileen,,Too Rye Ay,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,,,,trackdone,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713811031,FALSE,,,
4033,2024-04-23T03:40:44Z,ios,255086,US,205.185.102.58,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713843391,FALSE,,,
4034,2024-04-23T03:44:08Z,ios,209254,US,205.185.102.58,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713843639,FALSE,,,
4035,2024-04-23T03:46:36Z,ios,153583,US,205.185.102.58,Someone Else's Heaven,,When I Close My Eyes,spotify:track:04vNafFR8s0OavRyrSgBj3,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713843843,FALSE,,,
4036,2024-04-23T03:50:01Z,ios,208500,US,205.185.102.58,I'm with You,,Nation of Two,spotify:track:6Qwuw0eOeszVlewLpu24gR,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713843991,FALSE,,,
4037,2024-04-23T03:52:03Z,ios,123224,US,205.185.102.58,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713844201,FALSE,,,
4038,2024-04-23T05:28:49Z,ios,111119,US,107.122.176.66,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,logout,FALSE,FALSE,FALSE,1713844318,FALSE,,,
4039,2024-04-23T14:50:03Z,ios,159559,US,108.147.33.42,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,clickrow,endplay,TRUE,TRUE,FALSE,1713883644,FALSE,,,
4040,2024-04-23T14:51:06Z,ios,63135,US,108.147.33.42,West Coast,,Nighttiming,spotify:track:2nvZv4qatgsDIbEqqbQLUT,,,,clickrow,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713883804,FALSE,,,
4041,2024-04-23T14:56:34Z,ios,255086,US,107.122.176.66,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713883941,FALSE,,,
4042,2024-04-23T15:09:27Z,ios,59314,US,107.122.176.66,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,logout,FALSE,FALSE,FALSE,1713884189,FALSE,,,
4043,2024-04-23T16:07:23Z,ios,194200,US,108.147.35.50,Lady - Hear Me Tonight,,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,trackerror,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713888249,FALSE,,,
4044,2024-04-23T18:35:44Z,ios,123224,US,107.122.176.66,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713897223,FALSE,,,
4045,2024-04-23T18:39:03Z,ios,203546,US,107.122.176.66,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713897339,FALSE,,,
4046,2024-04-23T20:59:23Z,ios,218376,US,205.185.102.58,Too Sweet,,Unreal Unearth: Unheard,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713897544,FALSE,,,
4047,2024-04-23T21:03:37Z,ios,255086,US,205.185.102.58,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713905963,FALSE,,,
4048,2024-04-23T21:07:01Z,ios,209254,US,205.185.102.58,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713906212,FALSE,,,
4049,2024-04-23T21:10:09Z,ios,153583,US,205.185.102.58,Someone Else's Heaven,,When I Close My Eyes,spotify:track:04vNafFR8s0OavRyrSgBj3,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713906416,FALSE,,,
4050,2024-04-23T21:14:03Z,ios,239786,US,205.185.102.58,I'm with You,,Nation of Two,spotify:track:6Qwuw0eOeszVlewLpu24gR,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713906564,FALSE,,,
4051,2024-04-23T21:16:01Z,ios,123224,US,205.185.102.58,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713906838,FALSE,,,
4052,2024-04-23T21:19:19Z,ios,203546,US,205.185.102.58,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,endplay,FALSE,TRUE,FALSE,1713906956,FALSE,,,
4053,2024-04-23T22:23:19Z,ios,438310,US,205.185.102.58,Champagne Coast,,Coastal Grooves,spotify:track:2KufM8PiQY4i52XhRL96Fd,,,,clickrow,unexpected-exit-while-paused,TRUE,FALSE,FALSE,1713910561,FALSE,,,
4054,2024-04-24T00:17:49Z,ios,2590,US,66.219.222.22,Revival,,Elisabeth,spotify:track:2QfX9Pdz3q66fN3kCXl0Js,,,,trackdone,logout,FALSE,FALSE,FALSE,1713907160,FALSE,,,
4055,2024-04-24T01:11:17Z,ios,198453,US,205.185.102.58,Golden Hour,,Golden Hour,spotify:track:0pMfPzdRiPAoSM9yWF4OcT,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713920880,FALSE,,,
4056,2024-04-24T01:14:51Z,ios,214293,US,205.185.102.58,Rainbow,,Golden Hour,spotify:track:79qxwHypONUt3AFq0WPpT9,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713921077,FALSE,,,
4057,2024-04-24T01:14:59Z,ios,6828,US,205.185.102.58,Slow Burn,,Golden Hour,spotify:track:6ET9kf9riLETWs9lePUEAI,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1713921292,FALSE,,,
4058,2024-04-24T01:15:02Z,ios,2560,US,205.185.102.58,Lonely Weekend,,Golden Hour,spotify:track:3420nZEhm99I1bLc6Yx4XH,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713921300,FALSE,,,
4059,2024-04-24T01:21:24Z,ios,383320,US,205.185.102.58,Butterflies,,Golden Hour,spotify:track:30VHURM5NOfoZmqp2iKawS,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1713921303,FALSE,,,
4060,2024-04-24T01:23:59Z,ios,136893,US,205.185.102.58,"Oh, What A World",,Golden Hour,spotify:track:5ToJzoVfLYyF7ohMOBNObi,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1713921685,FALSE,,,
4061,2024-04-24T01:24:00Z,ios,1045,US,205.185.102.58,Mother,,Golden Hour,spotify:track:4FjkZp6GD6baaxqUYTqIJo,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713921839,FALSE,,,
4062,2024-04-24T01:24:05Z,ios,4650,US,205.185.102.58,Love Is A Wild Thing,,Golden Hour,spotify:track:5F5lmpwXkxAJtvZqEguTRo,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1713921840,FALSE,,,
4063,2024-04-24T01:27:42Z,ios,209386,US,66.219.222.22,Space Cowboy,,Golden Hour,spotify:track:5bum4HbCDFoB9wpsc0sQky,,,,fwdbtn,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1713921845,FALSE,,,
4064,2024-04-24T03:19:51Z,ios,1280,US,66.219.222.22,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713928791,FALSE,,,
4065,2024-04-24T03:19:52Z,ios,512,US,66.219.222.22,Love Sick Doctor,,Thunder Jackson,spotify:track:7dZGKKXuq4xqJYvO0ubGUl,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713928792,FALSE,,,
4066,2024-04-24T03:24:06Z,ios,255086,US,66.219.222.22,Do Me Wrong,,Moment of Truth,spotify:track:4WWotQCVQIU944v4HNbudw,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1713928792,FALSE,,,
4067,2024-04-24T03:26:04Z,ios,123224,US,66.219.222.22,Is It My Love,,Is It My Love,spotify:track:3GEpeE6Y70ttI1nzFpoVFV,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713929041,FALSE,,,
4068,2024-04-24T03:29:22Z,ios,203546,US,66.219.222.22,Lavender Girl,,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1713929159,FALSE,,,
4069,2024-04-24T03:56:14Z,ios,3750,US,66.219.222.22,Misty,,I'll Cry If I Want To,spotify:track:2exbololsmP1XM2gmBEvAW,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713930971,FALSE,,,
4070,2024-04-24T03:59:12Z,ios,177370,US,66.219.222.22,Young Lovers,,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:5IxQJishYQCtZdikvXQhJS,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713930975,FALSE,,,
4071,2024-04-24T04:00:07Z,ios,55290,US,66.219.222.22,If That's The Way You Want It,,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:7nukh3V2khBy6H4GM9EsFX,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713931153,FALSE,,,
4072,2024-04-24T04:01:17Z,ios,70350,US,66.219.222.22,I Struck A Match,,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:66mjYDvbpYvi3zTfMCgo69,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713931208,FALSE,,,
4073,2024-04-24T04:01:27Z,ios,8340,US,66.219.222.22,My Foolish Heart,,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:2x232OAHI3sIBhE4L4lnbd,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713931278,FALSE,,,
4074,2024-04-24T04:05:09Z,ios,222440,US,66.219.222.22,Helpless,,Hamilton,spotify:track:54Sc7mZQ1RM03STpk4SfaA,,,,clickrow,endplay,FALSE,TRUE,FALSE,1713931287,FALSE,,,
4075,2024-04-24T04:14:23Z,ios,554310,US,107.122.176.177,Burn,,Hamilton,spotify:track:4B3qvzOMzLQXLeYgPsG3KA,,,,clickrow,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1713931510,FALSE,,,
